cfl_game_id,sked_id,week_name,week_short,week_id,game_num,game_date,date_tbd,time_tbd,game_status,away_team,away_initial,away_score1,away_score2,away_score3,away_score4,away_scoreOT,away_id,home_team,home_initial,home_score1,home_score2,home_score3,home_score4,home_scoreOT,home_id,attendance,sold_out,is_visible,culture
9441,4399,Week 9,9,13,53,84-08-26 19:00,0,0,Final,Montreal,mtl,23,0,0,0,0,9,Toronto,tor,29,0,0,0,0,7,0,0,1,en
9445,4401,Week 9,9,13,54,84-08-26 19:00,0,0,Final,Saskatchewan,ssk,28,0,0,0,0,4,Winnipeg,wpg,48,0,0,0,0,5,0,0,1,en
9449,4403,Week 10,10,14,55,84-08-31 19:00,0,0,Final,Toronto,tor,23,0,0,0,0,7,Ottawa,orr,20,0,0,0,0,24,0,0,1,en
9453,4405,Week 10,10,14,56,84-09-02 19:00,0,0,Final,Winnipeg,wpg,25,0,0,0,0,5,Saskatchewan,ssk,30,0,0,0,0,4,0,0,1,en
9457,4407,Week 11,11,15,59,84-09-07 19:00,0,0,Final,Ottawa,orr,25,0,0,0,0,24,Winnipeg,wpg,65,0,0,0,0,5,0,0,1,en
9461,4409,Week 10,10,14,57,84-09-03 19:00,0,0,Final,Montreal,mtl,11,0,0,0,0,9,Hamilton,ham,30,0,0,0,0,6,0,0,1,en
9465,4411,Week 10,10,14,58,84-09-03 19:00,0,0,Final,Edmonton,edm,30,0,0,0,0,3,Calgary,cgy,28,0,0,0,0,2,0,0,1,en
9469,4413,Week 11,11,15,60,84-09-08 19:00,0,0,Final,Toronto,tor,33,0,0,0,0,7,Edmonton,edm,34,0,0,0,0,3,0,0,1,en
9473,4415,Week 11,11,15,61,84-09-09 19:00,0,0,Final,Calgary,cgy,32,0,0,0,0,2,Saskatchewan,ssk,16,0,0,0,0,4,0,0,1,en
9477,4417,Week 11,11,15,62,84-09-09 19:00,0,0,Final,Hamilton,ham,11,0,0,0,0,6,BC,bc,46,0,0,0,0,1,0,0,1,en
9481,4419,Week 12,12,16,63,84-09-14 19:00,0,0,Final,Ottawa,orr,21,0,0,0,0,24,Calgary,cgy,23,0,0,0,0,2,0,0,1,en
9485,4421,Week 12,12,16,64,84-09-15 19:00,0,0,Final,BC,bc,17,0,0,0,0,1,Montreal,mtl,33,0,0,0,0,9,0,0,1,en
9489,4423,Week 12,12,16,65,84-09-15 19:00,0,0,Final,Hamilton,ham,16,0,0,0,0,6,Winnipeg,wpg,48,0,0,0,0,5,0,0,1,en
9493,4425,Week 12,12,16,66,84-09-16 19:00,0,0,Final,Saskatchewan,ssk,21,0,0,0,0,4,Toronto,tor,18,0,0,0,0,7,0,0,1,en
9497,4427,Week 13,13,17,67,84-09-21 19:00,0,0,Final,Edmonton,edm,23,0,0,0,0,3,Ottawa,orr,32,0,0,0,0,24,0,0,1,en
9501,4429,Week 13,13,17,68,84-09-22 19:00,0,0,Final,Winnipeg,wpg,14,0,0,0,0,5,Montreal,mtl,14,0,0,0,0,9,0,0,1,en
9505,4431,Week 13,13,17,69,84-09-22 19:00,0,0,Final,Saskatchewan,ssk,37,0,0,0,0,4,BC,bc,28,0,0,0,0,1,0,0,1,en
9509,4433,Week 13,13,17,70,84-09-23 19:00,0,0,Final,Calgary,cgy,26,0,0,0,0,2,Hamilton,ham,29,0,0,0,0,6,0,0,1,en
9513,4435,Week 14,14,18,71,84-09-28 19:00,0,0,Final,BC,bc,34,0,0,0,0,1,Edmonton,edm,32,0,0,0,0,3,0,0,1,en
9517,4437,Week 14,14,18,72,84-09-29 19:00,0,0,Final,Montreal,mtl,27,0,0,0,0,9,Calgary,cgy,13,0,0,0,0,2,0,0,1,en
9521,4439,Week 14,14,18,73,84-09-30 19:00,0,0,Final,Winnipeg,wpg,19,0,0,0,0,5,Toronto,tor,31,0,0,0,0,7,0,0,1,en
9525,4441,Week 14,14,18,74,84-09-30 19:00,0,0,Final,Ottawa,orr,15,0,0,0,0,24,Saskatchewan,ssk,31,0,0,0,0,4,0,0,1,en
9529,4443,Week 15,15,19,75,84-10-06 19:00,0,0,Final,Saskatchewan,ssk,30,0,0,0,0,4,Montreal,mtl,24,0,0,0,0,9,0,0,1,en
9533,4445,Week 15,15,19,76,84-10-06 19:00,0,0,Final,Toronto,tor,21,0,0,0,0,7,BC,bc,21,0,0,0,0,1,0,0,1,en
9537,4447,Week 15,15,19,77,84-10-07 19:00,0,0,Final,Edmonton,edm,28,0,0,0,0,3,Hamilton,ham,21,0,0,0,0,6,0,0,1,en
9541,4449,Week 15,15,19,78,84-10-08 19:00,0,0,Final,Calgary,cgy,8,0,0,0,0,2,Winnipeg,wpg,46,0,0,0,0,5,0,0,1,en
9545,4451,Week 16,16,20,79,84-10-13 19:00,0,0,Final,BC,bc,33,0,0,0,0,1,Ottawa,orr,17,0,0,0,0,24,0,0,1,en
9549,4453,Week 16,16,20,80,84-10-13 19:00,0,0,Final,Montreal,mtl,26,0,0,0,0,9,Edmonton,edm,29,0,0,0,0,3,0,0,1,en
9553,4455,Week 16,16,20,81,84-10-13 19:00,0,0,Final,Calgary,cgy,28,0,0,0,0,2,Toronto,tor,24,0,0,0,0,7,0,0,1,en
9557,4457,Week 16,16,20,82,84-10-14 19:00,0,0,Final,Hamilton,ham,31,0,0,0,0,6,Saskatchewan,ssk,8,0,0,0,0,4,0,0,1,en
9561,4459,Week 17,17,21,83,84-10-20 19:00,0,0,Final,Ottawa,orr,14,0,0,0,0,24,Hamilton,ham,20,0,0,0,0,6,0,0,1,en
9565,4461,Week 17,17,21,84,84-10-20 19:00,0,0,Final,BC,bc,41,0,0,0,0,1,Calgary,cgy,13,0,0,0,0,2,0,0,1,en
9569,4463,Week 17,17,21,85,84-10-21 19:00,0,0,Final,Toronto,tor,17,0,0,0,0,7,Montreal,mtl,14,0,0,0,0,9,0,0,1,en
9573,4465,Week 17,17,21,86,84-10-21 19:00,0,0,Final,Edmonton,edm,11,0,0,0,0,3,Winnipeg,wpg,30,0,0,0,0,5,0,0,1,en
9577,4467,Week 18,18,22,87,84-10-27 19:00,0,0,Final,Hamilton,ham,25,0,0,0,0,6,Toronto,tor,20,0,0,0,0,7,0,0,1,en
9581,4469,Week 18,18,22,88,84-10-27 19:00,0,0,Final,Winnipeg,wpg,3,0,0,0,0,5,BC,bc,20,0,0,0,0,1,0,0,1,en
9585,4471,Week 18,18,22,89,84-10-28 19:00,0,0,Final,Montreal,mtl,29,0,0,0,0,9,Ottawa,orr,24,0,0,0,0,24,0,0,1,en
9589,4473,Week 18,18,22,90,84-10-28 19:00,0,0,Final,Saskatchewan,ssk,7,0,0,0,0,4,Edmonton,edm,52,0,0,0,0,3,0,0,1,en
9593,4475,CFL Playoffs Semi-Finals,P1,30,91,84-11-04 19:00,0,0,Final,Hamilton,ham,17,0,0,0,0,6,Montreal,mtl,11,0,0,0,0,9,0,0,1,en
9597,4477,CFL Playoffs Semi-Finals,P1,30,92,84-11-04 19:00,0,0,Final,Winnipeg,wpg,55,0,0,0,0,5,Edmonton,edm,20,0,0,0,0,3,0,0,1,en
9601,4479,CFL Playoffs Finals,P2,31,93,84-11-11 19:00,0,0,Final,Hamilton,ham,14,0,0,0,0,6,Toronto,tor,13,0,0,0,0,7,0,0,1,en
9605,4481,CFL Playoffs Finals,P2,31,94,84-11-11 19:00,0,0,Final,Winnipeg,wpg,31,0,0,0,0,5,BC,bc,14,0,0,0,0,1,0,0,1,en
9609,4483,Grey Cup Championship,GC,32,95,84-11-18 19:00,0,0,Final,Hamilton,ham,14,3,0,0,0,6,Winnipeg,wpg,3,27,3,14,0,5,60081,0,1,en
9613,4485,Pre-Season A,A,1,3,83-06-10 19:00,0,0,Final,Calgary,cgy,26,0,0,0,0,2,Winnipeg,wpg,4,0,0,0,0,5,0,0,1,en
9617,4487,Pre-Season A,A,1,4,83-06-10 19:00,0,0,Final,BC,bc,52,0,0,0,0,1,Edmonton,edm,20,0,0,0,0,3,0,0,1,en
9621,4489,Pre-Season A,A,1,5,83-06-14 19:00,0,0,Final,Saskatchewan,ssk,18,0,0,0,0,4,Calgary,cgy,34,0,0,0,0,2,0,0,1,en
9625,4491,Pre-Season B,B,2,6,83-06-15 19:00,0,0,Final,Toronto,tor,24,0,0,0,0,7,Hamilton,ham,35,0,0,0,0,6,0,0,1,en
9629,4493,Pre-Season B,B,2,7,83-06-16 19:00,0,0,Final,Montreal,mtl,34,0,0,0,0,9,Ottawa,orr,13,0,0,0,0,24,0,0,1,en
9633,4495,Pre-Season B,B,2,8,83-06-17 19:00,0,0,Final,BC,bc,24,0,0,0,0,1,Winnipeg,wpg,23,0,0,0,0,5,0,0,1,en
9637,4497,Pre-Season B,B,2,9,83-06-18 19:00,0,0,Final,Edmonton,edm,9,0,0,0,0,3,Saskatchewan,ssk,20,0,0,0,0,4,0,0,1,en
9641,4499,Pre-Season C,C,3,10,83-06-22 19:00,0,0,Final,Montreal,mtl,18,0,0,0,0,9,Hamilton,ham,25,0,0,0,0,6,0,0,1,en
9645,4501,Pre-Season C,C,3,11,83-06-22 19:00,0,0,Final,Winnipeg,wpg,16,0,0,0,0,5,Edmonton,edm,34,0,0,0,0,3,0,0,1,en
9649,4503,Pre-Season C,C,3,12,83-06-23 19:00,0,0,Final,Calgary,cgy,19,0,0,0,0,2,BC,bc,41,0,0,0,0,1,0,0,1,en
9653,4505,Pre-Season C,C,3,13,83-06-24 19:00,0,0,Final,Ottawa,orr,15,0,0,0,0,24,Toronto,tor,31,0,0,0,0,7,0,0,1,en
9657,4507,Pre-Season C,C,3,14,83-06-26 19:00,0,0,Final,Winnipeg,wpg,10,0,0,0,0,5,Saskatchewan,ssk,33,0,0,0,0,4,0,0,1,en
9661,4509,Pre-Season D,D,4,15,83-06-28 19:00,0,0,Final,Toronto,tor,25,0,0,0,0,7,Montreal,mtl,24,0,0,0,0,9,0,0,1,en
9665,4511,Pre-Season D,D,4,16,83-06-29 19:00,0,0,Final,Hamilton,ham,40,0,0,0,0,6,Ottawa,orr,47,0,0,0,0,24,0,0,1,en
9669,4513,Pre-Season D,D,4,17,83-06-29 19:00,0,0,Final,Edmonton,edm,31,0,0,0,0,3,Calgary,cgy,32,0,0,0,0,2,0,0,1,en
9673,4515,Pre-Season D,D,4,18,83-06-30 19:00,0,0,Final,Saskatchewan,ssk,26,0,0,0,0,4,BC,bc,37,0,0,0,0,1,0,0,1,en
9677,4517,Week 1,1,5,19,83-07-07 19:00,0,0,Final,Saskatchewan,ssk,21,0,0,0,0,4,Montreal,mtl,14,0,0,0,0,9,0,0,1,en
9681,4519,Week 1,1,5,20,83-07-07 19:00,0,0,Final,Toronto,tor,45,0,0,0,0,7,Calgary,cgy,30,0,0,0,0,2,0,0,1,en
9685,4521,Week 1,1,5,21,83-07-08 19:00,0,0,Final,Ottawa,orr,26,0,0,0,0,24,Winnipeg,wpg,25,0,0,0,0,5,0,0,1,en
9689,4523,Week 1,1,5,22,83-07-09 19:00,0,0,Final,Edmonton,edm,35,0,0,0,0,3,Hamilton,ham,32,0,0,0,0,6,0,0,1,en
9693,4525,Week 2,2,6,23,83-07-14 19:00,0,0,Final,BC,bc,14,0,0,0,0,1,Toronto,tor,17,0,0,0,0,7,0,0,1,en
9697,4527,Week 2,2,6,24,83-07-15 19:00,0,0,Final,Winnipeg,wpg,20,0,0,0,0,5,Edmonton,edm,18,0,0,0,0,3,0,0,1,en
9701,4529,Week 2,2,6,25,83-07-16 19:00,0,0,Final,Ottawa,orr,28,0,0,0,0,24,Montreal,mtl,36,0,0,0,0,9,0,0,1,en
9705,4531,Week 2,2,6,26,83-07-16 19:00,0,0,Final,Hamilton,ham,50,0,0,0,0,6,Saskatchewan,ssk,19,0,0,0,0,4,0,0,1,en
9709,4533,Week 3,3,7,27,83-07-21 19:00,0,0,Final,Calgary,cgy,27,0,0,0,0,2,Ottawa,orr,13,0,0,0,0,24,0,0,1,en
9713,4535,Week 3,3,7,28,83-07-22 19:00,0,0,Final,Hamilton,ham,18,0,0,0,0,6,Winnipeg,wpg,29,0,0,0,0,5,0,0,1,en
9717,4537,Week 3,3,7,29,83-07-23 19:00,0,0,Final,Montreal,mtl,13,0,0,0,0,9,Toronto,tor,28,0,0,0,0,7,0,0,1,en
9721,4539,Week 3,3,7,30,83-07-24 19:00,0,0,Final,Saskatchewan,ssk,28,0,0,0,0,4,BC,bc,44,0,0,0,0,1,0,0,1,en
9725,4541,Week 4,4,8,31,83-07-28 19:00,0,0,Final,Saskatchewan,ssk,44,0,0,0,0,4,Ottawa,orr,4,0,0,0,0,24,0,0,1,en
9729,4543,Week 4,4,8,32,83-07-29 19:00,0,0,Final,Toronto,tor,40,0,0,0,0,7,Saskatchewan,ssk,21,0,0,0,0,4,0,0,1,en
9733,4545,Week 4,4,8,33,83-07-30 19:00,0,0,Final,BC,bc,34,0,0,0,0,1,Hamilton,ham,20,0,0,0,0,6,0,0,1,en
9737,4547,Week 4,4,8,34,83-07-31 19:00,0,0,Final,Montreal,mtl,10,0,0,0,0,9,Calgary,cgy,42,0,0,0,0,2,0,0,1,en
9741,4549,Week 5,5,9,35,83-08-05 19:00,0,0,Final,Saskatchewan,ssk,21,0,0,0,0,4,Edmonton,edm,36,0,0,0,0,3,0,0,1,en
9745,4551,Week 5,5,9,36,83-08-06 19:00,0,0,Final,Hamilton,ham,31,0,0,0,0,6,Toronto,tor,18,0,0,0,0,7,0,0,1,en
9749,4553,Week 5,5,9,37,83-08-07 19:00,0,0,Final,Winnipeg,wpg,30,0,0,0,0,5,Montreal,mtl,20,0,0,0,0,9,0,0,1,en
9753,4555,Week 5,5,9,38,83-08-07 19:00,0,0,Final,Calgary,cgy,16,0,0,0,0,2,BC,bc,32,0,0,0,0,1,0,0,1,en
9757,4557,Week 6,6,10,39,83-08-12 19:00,0,0,Final,BC,bc,43,0,0,0,0,1,Edmonton,edm,13,0,0,0,0,3,0,0,1,en
9761,4559,Week 6,6,10,40,83-08-13 19:00,0,0,Final,Ottawa,orr,22,0,0,0,0,24,Hamilton,ham,24,0,0,0,0,6,0,0,1,en
9765,4561,Week 6,6,10,41,83-08-13 19:00,0,0,Final,Toronto,tor,16,0,0,0,0,7,Winnipeg,wpg,32,0,0,0,0,5,0,0,1,en
9769,4563,Week 6,6,10,42,83-08-14 19:00,0,0,Final,Calgary,cgy,36,0,0,0,0,2,Saskatchewan,ssk,28,0,0,0,0,4,0,0,1,en
9773,4565,Week 7,7,11,43,83-08-19 19:00,0,0,Final,Toronto,tor,27,0,0,0,0,7,Ottawa,orr,17,0,0,0,0,24,0,0,1,en
9777,4567,Week 7,7,11,44,83-08-20 19:00,0,0,Final,Edmonton,edm,28,0,0,0,0,3,Montreal,mtl,15,0,0,0,0,9,0,0,1,en
9781,4569,Week 7,7,11,45,83-08-20 19:00,0,0,Final,Winnipeg,wpg,6,0,0,0,0,5,BC,bc,44,0,0,0,0,1,0,0,1,en
9785,4571,Week 7,7,11,46,83-08-21 19:00,0,0,Final,Hamilton,ham,15,0,0,0,0,6,Calgary,cgy,26,0,0,0,0,2,0,0,1,en
9789,4573,Week 8,8,12,47,83-08-26 19:00,0,0,Final,Saskatchewan,ssk,15,0,0,0,0,4,Toronto,tor,36,0,0,0,0,7,0,0,1,en
9793,4575,Week 8,8,12,48,83-08-26 19:00,0,0,Final,Ottawa,orr,17,0,0,0,0,24,Edmonton,edm,14,0,0,0,0,3,0,0,1,en
9797,4577,Week 8,8,12,49,83-08-27 19:00,0,0,Final,Montreal,mtl,6,0,0,0,0,9,BC,bc,28,0,0,0,0,1,0,0,1,en
9801,4579,Week 8,8,12,50,83-08-28 19:00,0,0,Final,Calgary,cgy,21,0,0,0,0,2,Winnipeg,wpg,36,0,0,0,0,5,0,0,1,en
9805,4581,Week 9,9,13,51,83-09-02 19:00,0,0,Final,BC,bc,19,0,0,0,0,1,Ottawa,orr,49,0,0,0,0,24,0,0,1,en
9809,4583,Week 9,9,13,52,83-09-04 19:00,0,0,Final,Winnipeg,wpg,10,0,0,0,0,5,Saskatchewan,ssk,32,0,0,0,0,4,0,0,1,en
9813,4585,Week 9,9,13,53,83-09-05 19:00,0,0,Final,Montreal,mtl,30,0,0,0,0,9,Hamilton,ham,35,0,0,0,0,6,0,0,1,en
9817,4587,Week 9,9,13,54,83-09-05 19:00,0,0,Final,Edmonton,edm,15,0,0,0,0,3,Calgary,cgy,18,0,0,0,0,2,0,0,1,en
9821,4589,Week 10,10,14,55,83-09-09 19:00,0,0,Final,Saskatchewan,ssk,29,0,0,0,0,4,Ottawa,orr,28,0,0,0,0,24,0,0,1,en
9825,4591,Week 10,10,14,56,83-09-10 19:00,0,0,Final,Montreal,mtl,30,0,0,0,0,9,Winnipeg,wpg,18,0,0,0,0,5,0,0,1,en
9829,4593,Week 10,10,14,57,83-09-10 19:00,0,0,Final,Toronto,tor,32,0,0,0,0,7,BC,bc,14,0,0,0,0,1,0,0,1,en
9833,4595,Week 10,10,14,58,83-09-11 19:00,0,0,Final,Hamilton,ham,21,0,0,0,0,6,Edmonton,edm,50,0,0,0,0,3,0,0,1,en
9837,4597,Week 11,11,15,59,83-09-16 19:00,0,0,Final,Winnipeg,wpg,19,0,0,0,0,5,Calgary,cgy,14,0,0,0,0,2,0,0,1,en
9841,4599,Week 11,11,15,60,83-09-17 19:00,0,0,Final,BC,bc,42,0,0,0,0,1,Montreal,mtl,26,0,0,0,0,9,0,0,1,en
9845,4601,Week 11,11,15,61,83-09-18 19:00,0,0,Final,Toronto,tor,50,0,0,0,0,7,Hamilton,ham,16,0,0,0,0,6,0,0,1,en
9849,4603,Week 11,11,15,62,83-09-18 19:00,0,0,Final,Edmonton,edm,46,0,0,0,0,3,Saskatchewan,ssk,21,0,0,0,0,4,0,0,1,en
9853,4605,Week 12,12,16,63,83-09-24 19:00,0,0,Final,Toronto,tor,49,0,0,0,0,7,Calgary,cgy,20,0,0,0,0,2,0,0,1,en
9857,4607,Week 12,12,16,65,83-09-25 19:00,0,0,Final,Hamilton,ham,25,0,0,0,0,6,Ottawa,orr,29,0,0,0,0,24,0,0,1,en
9861,4609,Week 12,12,16,66,83-09-25 19:00,0,0,Final,Edmonton,edm,30,0,0,0,0,3,BC,bc,31,0,0,0,0,1,0,0,1,en
9865,4611,Week 13,13,17,67,83-10-01 19:00,0,0,Final,Winnipeg,wpg,34,0,0,0,0,5,Hamilton,ham,19,0,0,0,0,6,0,0,1,en
9869,4613,Week 13,13,17,68,83-10-01 19:00,0,0,Final,Ottawa,orr,24,0,0,0,0,24,Saskatchewan,ssk,23,0,0,0,0,4,0,0,1,en
9873,4615,Week 13,13,17,69,83-10-02 19:00,0,0,Final,Toronto,tor,30,0,0,0,0,7,Montreal,mtl,17,0,0,0,0,9,0,0,1,en
9877,4617,Week 13,13,17,70,83-10-02 19:00,0,0,Final,Calgary,cgy,28,0,0,0,0,2,Edmonton,edm,31,0,0,0,0,3,0,0,1,en
9881,4619,Week 14,14,18,71,83-10-08 19:00,0,0,Final,Ottawa,orr,29,0,0,0,0,24,Calgary,cgy,24,0,0,0,0,2,0,0,1,en
9885,4621,Week 14,14,18,72,83-10-09 19:00,0,0,Final,Edmonton,edm,15,0,0,0,0,3,Toronto,tor,19,0,0,0,0,7,0,0,1,en
9889,4623,Week 14,14,18,73,83-10-09 19:00,0,0,Final,Montreal,mtl,40,0,0,0,0,9,Saskatchewan,ssk,23,0,0,0,0,4,0,0,1,en
9893,4625,Week 14,14,18,74,83-10-10 19:00,0,0,Final,BC,bc,30,0,0,0,0,1,Winnipeg,wpg,18,0,0,0,0,5,0,0,1,en
9897,4627,Week 8,8,12,42,52-10-11 19:00,0,0,Final,Montreal,mtl,12,0,0,0,0,9,Ottawa,orr,25,0,0,0,0,24,0,0,1,en
9901,4629,Week 15,15,19,75,83-10-15 19:00,0,0,Final,Saskatchewan,ssk,22,0,0,0,0,4,Hamilton,ham,34,0,0,0,0,6,0,0,1,en
9905,4631,Week 15,15,19,76,83-10-15 19:00,0,0,Final,Montreal,mtl,32,0,0,0,0,9,Edmonton,edm,45,0,0,0,0,3,0,0,1,en
9909,4633,Week 15,15,19,77,83-10-16 19:00,0,0,Final,Winnipeg,wpg,23,0,0,0,0,5,Ottawa,orr,42,0,0,0,0,24,0,0,1,en
9913,4635,Week 15,15,19,78,83-10-16 19:00,0,0,Final,BC,bc,16,0,0,0,0,1,Calgary,cgy,25,0,0,0,0,2,0,0,1,en
9917,4637,Week 16,16,20,79,83-10-22 19:00,0,0,Final,Calgary,cgy,8,0,0,0,0,2,Montreal,mtl,27,0,0,0,0,9,0,0,1,en
9921,4639,Week 16,16,20,80,83-10-22 19:00,0,0,Final,Hamilton,ham,16,0,0,0,0,6,BC,bc,41,0,0,0,0,1,0,0,1,en
9925,4641,Week 16,16,20,81,83-10-23 19:00,0,0,Final,Ottawa,orr,20,0,0,0,0,24,Toronto,tor,19,0,0,0,0,7,0,0,1,en
9929,4643,Week 16,16,20,82,83-10-23 19:00,0,0,Final,Edmonton,edm,15,0,0,0,0,3,Winnipeg,wpg,33,0,0,0,0,5,0,0,1,en
9933,4645,Week 17,17,21,83,83-10-29 19:00,0,0,Final,Montreal,mtl,25,0,0,0,0,9,Ottawa,orr,20,0,0,0,0,24,0,0,1,en
9937,4647,Week 17,17,21,84,83-10-29 19:00,0,0,Final,Toronto,tor,22,0,0,0,0,7,Edmonton,edm,15,0,0,0,0,3,0,0,1,en
9941,4649,Week 17,17,21,85,83-10-30 19:00,0,0,Final,Calgary,cgy,35,0,0,0,0,2,Hamilton,ham,12,0,0,0,0,6,0,0,1,en
9945,4651,Week 17,17,21,86,83-10-30 19:00,0,0,Final,BC,bc,5,0,0,0,0,1,Saskatchewan,ssk,11,0,0,0,0,4,0,0,1,en
9949,4653,Week 18,18,22,87,83-11-05 19:00,0,0,Final,Winnipeg,wpg,9,0,0,0,0,5,Toronto,tor,33,0,0,0,0,7,0,0,1,en
9953,4655,Week 18,18,22,88,83-11-05 19:00,0,0,Final,Ottawa,orr,13,0,0,0,0,24,BC,bc,40,0,0,0,0,1,0,0,1,en
9957,4657,Week 18,18,22,89,83-11-06 19:00,0,0,Final,Hamilton,ham,21,0,0,0,0,6,Montreal,mtl,21,0,0,0,0,9,0,0,1,en
9961,4659,Week 18,18,22,90,83-11-06 19:00,0,0,Final,Saskatchewan,ssk,27,0,0,0,0,4,Calgary,cgy,23,0,0,0,0,2,0,0,1,en
9965,4661,CFL Playoffs Semi-Finals,P1,30,91,83-11-13 19:00,0,0,Final,Hamilton,ham,33,0,0,0,0,6,Ottawa,orr,31,0,0,0,0,24,0,0,1,en
9969,4663,CFL Playoffs Semi-Finals,P1,30,92,83-11-13 19:00,0,0,Final,Edmonton,edm,22,0,0,0,0,3,Winnipeg,wpg,49,0,0,0,0,5,0,0,1,en
9973,4665,CFL Playoffs Finals,P2,31,93,83-11-20 15:14,0,0,Final,Hamilton,ham,36,0,0,0,0,6,Toronto,tor,41,0,0,0,0,7,0,0,1,en
9977,4667,CFL Playoffs Finals,P2,31,94,83-11-20 19:00,0,0,Final,Winnipeg,wpg,21,0,0,0,0,5,BC,bc,39,0,0,0,0,1,0,0,1,en
9981,4669,Grey Cup Championship,GC,32,95,83-11-27 19:00,0,0,Final,BC,bc,7,10,0,0,0,1,Toronto,tor,0,7,2,9,0,7,59345,0,1,en
9985,4671,Pre-Season A,A,1,1,82-06-09 19:00,0,0,Final,Calgary,cgy,0,0,0,0,0,2,Winnipeg,wpg,22,0,0,0,0,5,0,0,1,en
9989,4673,Pre-Season A,A,1,2,82-06-10 19:00,0,0,Final,Montreal,mtl,11,0,0,0,0,9,Toronto,tor,20,0,0,0,0,7,0,0,1,en
9993,4675,Pre-Season A,A,1,3,82-06-10 19:00,0,0,Final,Edmonton,edm,22,0,0,0,0,3,BC,bc,19,0,0,0,0,1,0,0,1,en
9997,4677,Pre-Season A,A,1,4,82-06-12 19:00,0,0,Final,Ottawa,orr,5,0,0,0,0,24,Hamilton,ham,11,0,0,0,0,6,0,0,1,en
10001,4679,Pre-Season A,A,1,5,82-06-13 19:00,0,0,Final,Saskatchewan,ssk,33,0,0,0,0,4,Calgary,cgy,32,0,0,0,0,2,0,0,1,en
10005,4681,Pre-Season B,B,2,6,82-06-16 19:00,0,0,Final,Calgary,cgy,31,0,0,0,0,2,Montreal,mtl,9,0,0,0,0,9,0,0,1,en
10009,4683,Pre-Season B,B,2,7,82-06-16 19:00,0,0,Final,BC,bc,11,0,0,0,0,1,Winnipeg,wpg,25,0,0,0,0,5,0,0,1,en
10013,4685,Pre-Season B,B,2,8,82-06-17 19:00,0,0,Final,Toronto,tor,26,0,0,0,0,7,Ottawa,orr,10,0,0,0,0,24,0,0,1,en
10017,4687,Pre-Season B,B,2,9,82-06-18 19:00,0,0,Final,Edmonton,edm,27,0,0,0,0,3,Saskatchewan,ssk,34,0,0,0,0,4,0,0,1,en
10021,4689,Pre-Season C,C,3,10,82-06-22 19:00,0,0,Final,Ottawa,orr,26,0,0,0,0,24,Montreal,mtl,13,0,0,0,0,9,0,0,1,en
10025,4691,Pre-Season C,C,3,11,82-06-22 19:00,0,0,Final,Saskatchewan,ssk,39,0,0,0,0,4,BC,bc,43,0,0,0,0,1,0,0,1,en
10029,4693,Pre-Season C,C,3,12,82-06-24 19:00,0,0,Final,Hamilton,ham,24,0,0,0,0,6,Toronto,tor,34,0,0,0,0,7,0,0,1,en
10033,4695,Pre-Season C,C,3,13,82-06-25 19:00,0,0,Final,Calgary,cgy,23,0,0,0,0,2,Edmonton,edm,18,0,0,0,0,3,0,0,1,en
10037,4697,Pre-Season D,D,4,14,82-06-27 19:00,0,0,Final,Winnipeg,wpg,25,0,0,0,0,5,Saskatchewan,ssk,16,0,0,0,0,4,0,0,1,en
10041,4699,Pre-Season D,D,4,15,82-06-29 19:00,0,0,Final,Montreal,mtl,13,0,0,0,0,9,Ottawa,orr,31,0,0,0,0,24,0,0,1,en
10045,4701,Pre-Season D,D,4,16,82-06-29 19:00,0,0,Final,BC,bc,22,0,0,0,0,1,Calgary,cgy,23,0,0,0,0,2,0,0,1,en
10049,4703,Pre-Season D,D,4,17,82-06-30 19:00,0,0,Final,Toronto,tor,14,0,0,0,0,7,Hamilton,ham,17,0,0,0,0,6,0,0,1,en
10053,4705,Pre-Season D,D,4,18,82-07-02 19:00,0,0,Final,Winnipeg,wpg,9,0,0,0,0,5,Edmonton,edm,16,0,0,0,0,3,0,0,1,en
10057,4707,Week 1,1,5,19,82-07-08 19:00,0,0,Final,Calgary,cgy,24,0,0,0,0,2,Toronto,tor,24,0,0,0,0,7,0,0,1,en
10061,4709,Week 1,1,5,20,82-07-09 19:00,0,0,Final,Saskatchewan,ssk,21,0,0,0,0,4,Winnipeg,wpg,31,0,0,0,0,5,0,0,1,en
10065,4711,Week 1,1,5,21,82-07-10 19:00,0,0,Final,Hamilton,ham,34,0,0,0,0,6,BC,bc,51,0,0,0,0,1,0,0,1,en
10069,4713,Week 1,1,5,22,82-07-11 19:00,0,0,Final,Edmonton,edm,55,0,0,0,0,3,Ottawa,orr,7,0,0,0,0,24,0,0,1,en
10073,4715,Week 2,2,6,23,82-07-16 19:00,0,0,Final,Winnipeg,wpg,36,0,0,0,0,5,Montreal,mtl,0,0,0,0,0,9,0,0,1,en
10077,4717,Week 2,2,6,24,82-07-17 19:00,0,0,Final,Ottawa,orr,14,0,0,0,0,24,Hamilton,ham,20,0,0,0,0,6,0,0,1,en
10081,4719,Week 2,2,6,25,82-07-17 19:00,0,0,Final,Toronto,tor,12,0,0,0,0,7,Edmonton,edm,31,0,0,0,0,3,0,0,1,en
10085,4721,Week 2,2,6,26,82-07-18 19:00,0,0,Final,BC,bc,26,0,0,0,0,1,Saskatchewan,ssk,24,0,0,0,0,4,0,0,1,en
