cfl_game_id,sked_id,week_name,week_short,week_id,game_num,game_date,date_tbd,time_tbd,game_status,away_team,away_initial,away_score1,away_score2,away_score3,away_score4,away_scoreOT,away_id,home_team,home_initial,home_score1,home_score2,home_score3,home_score4,home_scoreOT,home_id,attendance,sold_out,is_visible,culture
3049,1203,Week 10,10,14,51,02-08-30 19:00,0,0,Final,BC,bc,28,0,0,0,0,1,Ottawa,ott,4,0,0,0,0,8,0,0,1,en
3053,1205,Week 10,10,14,52,02-09-01 19:00,0,0,Final,Winnipeg,wpg,19,0,0,0,0,5,Saskatchewan,ssk,33,0,0,0,0,4,0,0,1,en
3057,1207,Week 10,10,14,53,02-09-02 19:00,0,0,Final,Toronto,tor,14,0,0,0,0,7,Hamilton,ham,22,0,0,0,0,6,0,0,1,en
3061,1209,Week 10,10,14,54,02-09-02 19:00,0,0,Final,Edmonton,edm,28,0,0,0,0,3,Calgary,cgy,20,0,0,0,0,2,0,0,1,en
3065,1211,Week 11,11,15,55,02-09-06 19:00,0,0,Final,Calgary,cgy,11,0,0,0,0,2,Edmonton,edm,45,0,0,0,0,3,0,0,1,en
3069,1213,Week 11,11,15,56,02-09-07 19:00,0,0,Final,Toronto,tor,30,0,0,0,0,7,Ottawa,ott,25,0,0,0,0,8,0,0,1,en
3073,1215,Week 11,11,15,57,02-09-08 19:00,0,0,Final,Hamilton,ham,30,0,0,0,0,6,Montreal,mtl,32,0,0,0,0,9,0,0,1,en
3077,1217,Week 11,11,15,58,02-09-08 19:00,0,0,Final,BC,bc,28,0,0,0,0,1,Winnipeg,wpg,44,0,0,0,0,5,0,0,1,en
3081,1219,Week 12,12,16,59,02-09-13 19:00,0,0,Final,Edmonton,edm,18,0,0,0,0,3,BC,bc,23,0,0,0,0,1,0,0,1,en
3085,1221,Week 12,12,16,60,02-09-14 19:00,0,0,Final,Ottawa,ott,26,0,0,0,0,8,Calgary,cgy,12,0,0,0,0,2,0,0,1,en
3089,1223,Week 12,12,16,61,02-09-15 19:00,0,0,Final,Montreal,mtl,28,0,0,0,0,9,Hamilton,ham,35,0,0,0,0,6,0,0,1,en
3093,1225,Week 12,12,16,62,02-09-15 19:00,0,0,Final,Toronto,tor,11,0,0,0,0,7,Saskatchewan,ssk,40,0,0,0,0,4,0,0,1,en
3097,1227,Week 13,13,17,63,02-09-20 19:00,0,0,Final,Montreal,mtl,24,0,0,0,0,9,Winnipeg,wpg,27,0,0,0,0,5,0,0,1,en
3101,1229,Week 13,13,17,64,02-09-21 19:00,0,0,Final,Saskatchewan,ssk,25,0,0,0,0,4,Edmonton,edm,31,0,0,0,0,3,0,0,1,en
3105,1231,Week 13,13,17,65,02-09-22 19:00,0,0,Final,Calgary,cgy,26,0,0,0,0,2,Ottawa,ott,22,0,0,0,0,8,0,0,1,en
3109,1233,Week 13,13,17,66,02-09-22 19:00,0,0,Final,Hamilton,ham,21,0,0,0,0,6,Toronto,tor,28,0,0,0,0,7,0,0,1,en
3113,1235,Week 14,14,18,67,02-09-27 19:00,0,0,Final,Winnipeg,wpg,28,0,0,0,0,5,BC,bc,38,0,0,0,0,1,0,0,1,en
3117,1237,Week 14,14,18,68,02-09-28 19:00,0,0,Final,Ottawa,ott,11,0,0,0,0,8,Saskatchewan,ssk,29,0,0,0,0,4,0,0,1,en
3121,1239,Week 14,14,18,69,02-09-29 19:00,0,0,Final,Toronto,tor,3,0,0,0,0,7,Montreal,mtl,38,0,0,0,0,9,0,0,1,en
3125,1241,Week 14,14,18,70,02-09-29 19:00,0,0,Final,Edmonton,edm,34,0,0,0,0,3,Hamilton,ham,33,0,0,0,0,6,0,0,1,en
3129,1243,Week 15,15,19,71,02-10-04 19:00,0,0,Final,Hamilton,ham,5,0,0,0,0,6,Calgary,cgy,43,0,0,0,0,2,0,0,1,en
3133,1245,Week 15,15,19,72,02-10-05 19:00,0,0,Final,BC,bc,23,0,0,0,0,1,Toronto,tor,18,0,0,0,0,7,0,0,1,en
3137,1247,Week 15,15,19,73,02-10-06 19:00,0,0,Final,Edmonton,edm,37,0,0,0,0,3,Ottawa,ott,34,0,0,0,0,8,0,0,1,en
3141,1249,Week 15,15,19,74,02-10-06 19:00,0,0,Final,Winnipeg,wpg,35,0,0,0,0,5,Saskatchewan,ssk,32,0,0,0,0,4,0,0,1,en
3145,1251,Week 16,16,20,75,02-10-11 19:00,0,0,Final,Calgary,cgy,14,0,0,0,0,2,BC,bc,37,0,0,0,0,1,0,0,1,en
3149,1253,Week 16,16,20,76,02-10-12 19:00,0,0,Final,Saskatchewan,ssk,11,0,0,0,0,4,Winnipeg,wpg,20,0,0,0,0,5,0,0,1,en
3153,1255,Week 16,16,20,77,02-10-14 19:00,0,0,Final,Toronto,tor,29,0,0,0,0,7,Hamilton,ham,28,0,0,0,0,6,0,0,1,en
3157,1257,Week 16,16,20,78,02-10-14 19:00,0,0,Final,Montreal,mtl,48,0,0,0,0,9,Edmonton,edm,30,0,0,0,0,3,0,0,1,en
3161,1259,Week 17,17,21,79,02-10-18 19:00,0,0,Final,Winnipeg,wpg,35,0,0,0,0,5,Calgary,cgy,20,0,0,0,0,2,0,0,1,en
3165,1261,Week 17,17,21,80,02-10-19 19:00,0,0,Final,BC,bc,11,0,0,0,0,1,Saskatchewan,ssk,13,0,0,0,0,4,0,0,1,en
3169,1263,Week 17,17,21,81,02-10-20 19:00,0,0,Final,Hamilton,ham,29,0,0,0,0,6,Montreal,mtl,26,0,0,0,0,9,0,0,1,en
3173,1265,Week 17,17,21,82,02-10-20 19:00,0,0,Final,Ottawa,ott,12,0,0,0,0,8,Toronto,tor,29,0,0,0,0,7,0,0,1,en
3177,1267,Week 18,18,22,83,02-10-25 19:00,0,0,Final,Saskatchewan,ssk,21,0,0,0,0,4,Edmonton,edm,27,0,0,0,0,3,0,0,1,en
3181,1269,Week 18,18,22,84,02-10-26 19:00,0,0,Final,Montreal,mtl,43,0,0,0,0,9,Ottawa,ott,34,0,0,0,0,8,0,0,1,en
3185,1271,Week 18,18,22,85,02-10-27 19:00,0,0,Final,Winnipeg,wpg,28,0,0,0,0,5,Hamilton,ham,7,0,0,0,0,6,0,0,1,en
3189,1273,Week 18,18,22,86,02-10-27 19:00,0,0,Final,BC,bc,15,0,0,0,0,1,Calgary,cgy,16,0,0,0,0,2,0,0,1,en
3193,1275,Week 19,19,23,87,02-11-01 19:00,0,0,Final,Saskatchewan,ssk,3,0,0,0,0,4,BC,bc,28,0,0,0,0,1,0,0,1,en
3197,1277,Week 19,19,23,88,02-11-02 19:00,0,0,Final,Edmonton,edm,8,0,0,0,0,3,Winnipeg,wpg,20,0,0,0,0,5,0,0,1,en
3201,1279,Week 19,19,23,89,02-11-03 19:00,0,0,Final,Ottawa,ott,26,0,0,0,0,8,Montreal,mtl,25,0,0,0,0,9,0,0,1,en
3205,1281,Week 19,19,23,90,02-11-03 19:00,0,0,Final,Calgary,cgy,32,0,0,0,0,2,Toronto,tor,33,0,0,0,0,7,0,0,1,en
3209,1283,CFL Playoffs Semi-Finals,P1,30,91,02-11-10 19:00,0,0,Final,Saskatchewan,ssk,14,0,0,0,0,4,Toronto,tor,24,0,0,0,0,7,0,0,1,en
3213,1285,CFL Playoffs Semi-Finals,P1,30,92,02-11-10 19:00,0,0,Final,BC,bc,3,0,0,0,0,1,Winnipeg,wpg,30,0,0,0,0,5,0,0,1,en
3217,1287,CFL Playoffs Finals,P2,31,93,02-11-17 19:00,0,0,Final,Toronto,tor,18,0,0,0,0,7,Montreal,mtl,35,0,0,0,0,9,0,0,1,en
3221,1289,CFL Playoffs Finals,P2,31,94,02-11-17 19:00,0,0,Final,Winnipeg,wpg,30,0,0,0,0,5,Edmonton,edm,33,0,0,0,0,3,0,0,1,en
3225,1291,Grey Cup Championship,GC,32,95,02-11-24 19:00,0,0,Final,Edmonton,edm,0,0,10,6,0,3,Montreal,mtl,1,10,0,14,0,9,62531,0,1,en
3229,1293,Pre-Season A,A,1,1,01-06-20 19:00,0,0,Final,BC,bc,14,0,0,0,0,1,Saskatchewan,ssk,19,0,0,0,0,4,0,0,1,en
3233,1295,Pre-Season A,A,1,2,01-06-20 19:00,0,0,Final,Edmonton,edm,10,0,0,0,0,3,Calgary,cgy,34,0,0,0,0,2,0,0,1,en
3237,1297,Pre-Season A,A,1,3,01-06-21 19:00,0,0,Final,Winnipeg,wpg,12,0,0,0,0,5,Montreal,mtl,31,0,0,0,0,9,0,0,1,en
3241,1299,Pre-Season A,A,1,4,01-06-22 19:00,0,0,Final,Hamilton,ham,29,0,0,0,0,6,Toronto,tor,16,0,0,0,0,7,0,0,1,en
3245,1301,Pre-Season B,B,2,5,01-06-26 19:00,0,0,Final,Montreal,mtl,18,0,0,0,0,9,Hamilton,ham,20,0,0,0,0,6,0,0,1,en
3249,1303,Pre-Season B,B,2,6,01-06-26 19:00,0,0,Final,Calgary,cgy,35,0,0,0,0,2,BC,bc,28,0,0,0,0,1,0,0,1,en
3253,1305,Pre-Season B,B,2,7,01-06-27 19:00,0,0,Final,Toronto,tor,10,0,0,0,0,7,Winnipeg,wpg,38,0,0,0,0,5,0,0,1,en
3257,1307,Pre-Season B,B,2,8,01-06-27 19:00,0,0,Final,Saskatchewan,ssk,24,0,0,0,0,4,Edmonton,edm,9,0,0,0,0,3,0,0,1,en
3261,1309,Week 1,1,5,9,01-07-04 19:00,0,0,Final,Montreal,mtl,27,0,0,0,0,9,Toronto,tor,3,0,0,0,0,7,0,0,1,en
3265,1311,Week 1,1,5,10,01-07-04 19:00,0,0,Final,Winnipeg,wpg,48,0,0,0,0,5,Calgary,cgy,20,0,0,0,0,2,0,0,1,en
3269,1313,Week 1,1,5,11,01-07-06 19:00,0,0,Final,Hamilton,ham,28,0,0,0,0,6,Saskatchewan,ssk,30,0,0,0,0,4,0,0,1,en
3273,1315,Week 1,1,5,12,01-07-07 19:00,0,0,Final,Edmonton,edm,28,0,0,0,0,3,BC,bc,35,0,0,0,0,1,0,0,1,en
3277,1317,Week 2,2,6,13,01-07-12 19:00,0,0,Final,Calgary,cgy,14,0,0,0,0,2,Montreal,mtl,32,0,0,0,0,9,0,0,1,en
3281,1319,Week 2,2,6,14,01-07-12 19:00,0,0,Final,BC,bc,5,0,0,0,0,1,Hamilton,ham,26,0,0,0,0,6,0,0,1,en
3285,1321,Week 2,2,6,15,01-07-13 19:00,0,0,Final,Winnipeg,wpg,30,0,0,0,0,5,Toronto,tor,16,0,0,0,0,7,0,0,1,en
3289,1323,Week 2,2,6,16,01-07-13 19:00,0,0,Final,Saskatchewan,ssk,11,0,0,0,0,4,Edmonton,edm,13,0,0,0,0,3,0,0,1,en
3293,1325,Week 3,3,7,17,01-07-20 19:00,0,0,Final,Hamilton,ham,24,0,0,0,0,6,Toronto,tor,18,0,0,0,0,7,0,0,1,en
3297,1327,Week 3,3,7,18,01-07-20 19:00,0,0,Final,Montreal,mtl,37,0,0,0,0,9,Winnipeg,wpg,34,0,0,0,0,5,0,0,1,en
3301,1329,Week 3,3,7,19,01-07-20 19:00,0,0,Final,Calgary,cgy,23,0,0,0,0,2,Edmonton,edm,33,0,0,0,0,3,0,0,1,en
3305,1331,Week 3,3,7,20,01-07-21 19:00,0,0,Final,Saskatchewan,ssk,12,0,0,0,0,4,BC,bc,7,0,0,0,0,1,0,0,1,en
3309,1333,Week 4,4,8,21,01-07-26 19:00,0,0,Final,Edmonton,edm,6,0,0,0,0,3,Montreal,mtl,34,0,0,0,0,9,0,0,1,en
3313,1335,Week 4,4,8,22,01-07-26 19:00,0,0,Final,Winnipeg,wpg,19,0,0,0,0,5,Hamilton,ham,24,0,0,0,0,6,0,0,1,en
3317,1337,Week 4,4,8,23,01-07-27 19:00,0,0,Final,BC,bc,22,0,0,0,0,1,Calgary,cgy,28,0,0,0,0,2,0,0,1,en
3321,1339,Week 4,4,8,24,01-07-28 19:00,0,0,Final,Toronto,tor,50,0,0,0,0,7,Saskatchewan,ssk,24,0,0,0,0,4,0,0,1,en
3325,1341,Week 5,5,9,25,01-08-02 19:00,0,0,Final,Edmonton,edm,24,0,0,0,0,3,Hamilton,ham,14,0,0,0,0,6,0,0,1,en
3329,1343,Week 5,5,9,26,01-08-03 19:00,0,0,Final,Saskatchewan,ssk,14,0,0,0,0,4,Winnipeg,wpg,32,0,0,0,0,5,0,0,1,en
3333,1345,Week 5,5,9,27,01-08-03 19:00,0,0,Final,Toronto,tor,36,0,0,0,0,7,Calgary,cgy,35,0,0,0,0,2,0,0,1,en
3337,1347,Week 5,5,9,28,01-08-04 19:00,0,0,Final,Montreal,mtl,31,0,0,0,0,9,BC,bc,44,0,0,0,0,1,0,0,1,en
3341,1349,Week 6,6,10,29,01-08-10 19:00,0,0,Final,Hamilton,ham,17,0,0,0,0,6,Montreal,mtl,27,0,0,0,0,9,0,0,1,en
3345,1351,Week 6,6,10,30,01-08-10 19:00,0,0,Final,Toronto,tor,16,0,0,0,0,7,Winnipeg,wpg,36,0,0,0,0,5,0,0,1,en
3349,1353,Week 6,6,10,31,01-08-11 19:00,0,0,Final,Calgary,cgy,35,0,0,0,0,2,Saskatchewan,ssk,4,0,0,0,0,4,0,0,1,en
3353,1355,Week 6,6,10,32,01-08-11 19:00,0,0,Final,Edmonton,edm,39,0,0,0,0,3,BC,bc,42,0,0,0,0,1,0,0,1,en
3357,1357,Week 7,7,11,33,01-08-16 19:00,0,0,Final,Toronto,tor,25,0,0,0,0,7,Montreal,mtl,40,0,0,0,0,9,0,0,1,en
3361,1359,Week 7,7,11,34,01-08-16 19:00,0,0,Final,Winnipeg,wpg,20,0,0,0,0,5,Hamilton,ham,17,0,0,0,0,6,0,0,1,en
3365,1361,Week 7,7,11,35,01-08-17 19:00,0,0,Final,Saskatchewan,ssk,13,0,0,0,0,4,Calgary,cgy,37,0,0,0,0,2,0,0,1,en
3369,1363,Week 7,7,11,36,01-08-17 19:00,0,0,Final,BC,bc,35,0,0,0,0,1,Edmonton,edm,17,0,0,0,0,3,0,0,1,en
3373,1365,Week 8,8,12,37,01-08-24 19:00,0,0,Final,Montreal,mtl,19,0,0,0,0,9,Winnipeg,wpg,24,0,0,0,0,5,0,0,1,en
3377,1367,Week 8,8,12,38,01-08-24 19:00,0,0,Final,Hamilton,ham,20,0,0,0,0,6,Edmonton,edm,12,0,0,0,0,3,0,0,1,en
3381,1369,Week 8,8,12,39,01-08-25 19:00,0,0,Final,Saskatchewan,ssk,14,0,0,0,0,4,Toronto,tor,11,0,0,0,0,7,0,0,1,en
3385,1371,Week 8,8,12,40,01-08-25 19:00,0,0,Final,Calgary,cgy,13,0,0,0,0,2,BC,bc,27,0,0,0,0,1,0,0,1,en
3389,1373,Week 9,9,13,41,01-08-31 19:00,0,0,Final,BC,bc,19,0,0,0,0,1,Montreal,mtl,23,0,0,0,0,9,0,0,1,en
3393,1375,Week 9,9,13,42,01-09-02 19:00,0,0,Final,Winnipeg,wpg,20,0,0,0,0,5,Saskatchewan,ssk,18,0,0,0,0,4,0,0,1,en
3397,1377,Week 9,9,13,43,01-09-03 19:00,0,0,Final,Toronto,tor,13,0,0,0,0,7,Hamilton,ham,26,0,0,0,0,6,0,0,1,en
3401,1379,Week 9,9,13,44,01-09-03 19:00,0,0,Final,Edmonton,edm,33,0,0,0,0,3,Calgary,cgy,32,0,0,0,0,2,0,0,1,en
3405,1381,Week 10,10,14,45,01-09-07 19:00,0,0,Final,Calgary,cgy,34,0,0,0,0,2,Edmonton,edm,33,0,0,0,0,3,0,0,1,en
3409,1383,Week 10,10,14,46,01-09-08 19:00,0,0,Final,BC,bc,17,0,0,0,0,1,Toronto,tor,32,0,0,0,0,7,0,0,1,en
3413,1385,Week 10,10,14,47,01-09-08 19:00,0,0,Final,Hamilton,ham,31,0,0,0,0,6,Winnipeg,wpg,63,0,0,0,0,5,0,0,1,en
3417,1387,Week 10,10,14,48,01-09-09 19:00,0,0,Final,Montreal,mtl,31,0,0,0,0,9,Saskatchewan,ssk,3,0,0,0,0,4,0,0,1,en
3421,1389,Week 11,11,15,49,01-09-17 17:29,0,0,Final,Saskatchewan,ssk,14,0,0,0,0,4,Calgary,cgy,21,0,0,0,0,2,0,0,1,en
3425,1391,Week 11,11,15,50,01-09-17 19:00,0,0,Final,Edmonton,edm,22,0,0,0,0,3,Winnipeg,wpg,23,0,0,0,0,5,0,0,1,en
3429,1393,Week 11,11,15,51,01-09-17 19:00,0,0,Final,Toronto,tor,18,0,0,0,0,7,Montreal,mtl,24,0,0,0,0,9,0,0,1,en
3433,1395,Week 12,12,16,52,01-09-21 19:00,0,0,Final,Toronto,tor,22,0,0,0,0,7,Edmonton,edm,23,0,0,0,0,3,0,0,1,en
3437,1397,Week 12,12,16,53,01-09-22 17:32,0,0,Final,Calgary,cgy,26,0,0,0,0,2,Hamilton,ham,29,0,0,0,0,6,0,0,1,en
3441,1399,Pre-Season A,A,1,1,83-06-10 19:00,0,0,Final,Ottawa,orr,4,0,0,0,0,24,Montreal,mtl,14,0,0,0,0,9,0,0,1,en
3445,1401,Week 12,12,16,54,01-09-23 19:00,0,0,Final,BC,bc,17,0,0,0,0,1,Saskatchewan,ssk,15,0,0,0,0,4,0,0,1,en
3449,1403,Week 12,12,16,55,01-09-23 19:00,0,0,Final,Winnipeg,wpg,28,0,0,0,0,5,Montreal,mtl,25,0,0,0,0,9,0,0,1,en
3453,1405,Week 13,13,17,56,01-09-28 19:00,0,0,Final,Calgary,cgy,31,0,0,0,0,2,Toronto,tor,33,0,0,0,0,7,0,0,1,en
3457,1407,Week 13,13,17,57,01-09-28 19:00,0,0,Final,BC,bc,22,0,0,0,0,1,Winnipeg,wpg,23,0,0,0,0,5,0,0,1,en
3461,1409,Week 13,13,17,58,01-09-29 19:00,0,0,Final,Edmonton,edm,35,0,0,0,0,3,Saskatchewan,ssk,19,0,0,0,0,4,0,0,1,en
3465,1411,Week 13,13,17,59,01-09-30 19:00,0,0,Final,Montreal,mtl,20,0,0,0,0,9,Hamilton,ham,21,0,0,0,0,6,0,0,1,en
3469,1413,Week 14,14,18,60,01-10-05 19:00,0,0,Final,Winnipeg,wpg,37,0,0,0,0,5,Edmonton,edm,33,0,0,0,0,3,0,0,1,en
3473,1415,Week 14,14,18,61,01-10-06 19:00,0,0,Final,Toronto,tor,34,0,0,0,0,7,BC,bc,17,0,0,0,0,1,0,0,1,en
3477,1417,Week 14,14,18,62,01-10-08 19:00,0,0,OT,Saskatchewan,ssk,13,0,0,0,0,4,Montreal,mtl,7,0,0,0,0,9,0,0,1,en
3481,1419,Week 14,14,18,63,01-10-08 19:00,0,0,Final,Hamilton,ham,35,0,0,0,0,6,Calgary,cgy,33,0,0,0,0,2,0,0,1,en
3485,1421,Week 15,15,19,64,01-10-12 19:00,0,0,Final,BC,bc,22,0,0,0,0,1,Edmonton,edm,28,0,0,0,0,3,0,0,1,en
3489,1423,Week 15,15,19,65,01-10-13 19:00,0,0,Final,Montreal,mtl,24,0,0,0,0,9,Toronto,tor,51,0,0,0,0,7,0,0,1,en
3493,1425,Week 15,15,19,66,01-10-14 19:00,0,0,Final,Hamilton,ham,17,0,0,0,0,6,Winnipeg,wpg,24,0,0,0,0,5,0,0,1,en
3497,1427,Week 15,15,19,67,01-10-14 19:00,0,0,Final,Calgary,cgy,29,0,0,0,0,2,Saskatchewan,ssk,26,0,0,0,0,4,0,0,1,en
3501,1429,Week 16,16,20,68,01-10-19 19:00,0,0,Final,Edmonton,edm,25,0,0,0,0,3,Toronto,tor,22,0,0,0,0,7,0,0,1,en
3505,1431,Week 16,16,20,69,01-10-20 19:00,0,0,Final,Montreal,mtl,9,0,0,0,0,9,Calgary,cgy,29,0,0,0,0,2,0,0,1,en
3509,1433,Week 16,16,20,70,01-10-20 19:00,0,0,Final,Winnipeg,wpg,26,0,0,0,0,5,BC,bc,18,0,0,0,0,1,0,0,1,en
3513,1435,Week 16,16,20,71,01-10-21 19:00,0,0,Final,Saskatchewan,ssk,24,0,0,0,0,4,Hamilton,ham,30,0,0,0,0,6,0,0,1,en
3517,1437,Week 17,17,21,72,01-10-26 19:00,0,0,Final,Winnipeg,wpg,7,0,0,0,0,5,Toronto,tor,12,0,0,0,0,7,0,0,1,en
3521,1439,Week 17,17,21,73,01-10-27 19:00,0,0,Final,Edmonton,edm,3,0,0,0,0,3,Saskatchewan,ssk,12,0,0,0,0,4,0,0,1,en
3525,1441,Week 17,17,21,74,01-10-28 19:00,0,0,Final,Hamilton,ham,38,0,0,0,0,6,Montreal,mtl,18,0,0,0,0,9,0,0,1,en
3529,1443,Week 17,17,21,75,01-10-28 19:00,0,0,Final,BC,bc,34,0,0,0,0,1,Calgary,cgy,16,0,0,0,0,2,0,0,1,en
3533,1445,Week 18,18,22,76,01-11-02 19:00,0,0,Final,Calgary,cgy,22,0,0,0,0,2,Winnipeg,wpg,15,0,0,0,0,5,0,0,1,en
3537,1447,Week 18,18,22,77,01-11-03 19:00,0,0,Final,Toronto,tor,20,0,0,0,0,7,Hamilton,ham,31,0,0,0,0,6,0,0,1,en
3541,1449,Week 18,18,22,78,01-11-03 19:00,0,0,Final,Saskatchewan,ssk,42,0,0,0,0,4,BC,bc,10,0,0,0,0,1,0,0,1,en
3545,1451,Week 18,18,22,79,01-11-04 19:00,0,0,Final,Montreal,mtl,26,0,0,0,0,9,Edmonton,edm,32,0,0,0,0,3,0,0,1,en
3549,1453,Week 18,18,22,80,01-11-06 19:00,0,0,Final,Hamilton,ham,12,0,0,0,0,6,BC,bc,24,0,0,0,0,1,0,0,1,en
3553,1455,CFL Playoffs Semi-Finals,P1,30,81,01-11-11 19:00,0,0,Final,Montreal,mtl,12,0,0,0,0,9,Hamilton,ham,24,0,0,0,0,6,0,0,1,en
3557,1457,CFL Playoffs Semi-Finals,P1,30,82,01-11-11 19:00,0,0,Final,BC,bc,19,0,0,0,0,1,Calgary,cgy,28,0,0,0,0,2,0,0,1,en
3561,1459,CFL Playoffs Finals,P2,31,83,01-11-18 19:00,0,0,Final,Hamilton,ham,13,0,0,0,0,6,Winnipeg,wpg,28,0,0,0,0,5,0,0,1,en
3565,1461,CFL Playoffs Finals,P2,31,84,01-11-18 19:00,0,0,Final,Calgary,cgy,34,0,0,0,0,2,Edmonton,edm,16,0,0,0,0,3,0,0,1,en
3569,1463,Grey Cup Championship,GC,32,85,01-11-25 19:00,0,0,Final,Winnipeg,wpg,4,0,8,7,0,5,Calgary,cgy,0,17,0,10,0,2,65255,0,1,en
3573,1465,Pre-Season A,A,1,1,00-06-17 19:00,0,0,Final,Montreal,mtl,13,0,0,0,0,9,Toronto,tor,13,0,0,0,0,7,0,0,1,en
3577,1467,Pre-Season A,A,1,2,00-06-21 19:00,0,0,Final,Winnipeg,wpg,27,0,0,0,0,5,Hamilton,ham,27,0,0,0,0,6,0,0,1,en
3581,1469,Pre-Season A,A,1,3,00-06-21 19:00,0,0,Final,Saskatchewan,ssk,14,0,0,0,0,4,Calgary,cgy,28,0,0,0,0,2,0,0,1,en
3585,1471,Pre-Season A,A,1,4,00-06-21 19:00,0,0,Final,BC,bc,26,0,0,0,0,1,Edmonton,edm,21,0,0,0,0,3,0,0,1,en
3589,1473,Pre-Season B,B,2,5,00-06-27 19:00,0,0,Final,Hamilton,ham,33,0,0,0,0,6,Montreal,mtl,43,0,0,0,0,9,0,0,1,en
3593,1475,Pre-Season B,B,2,6,00-06-27 19:00,0,0,Final,Toronto,tor,13,0,0,0,0,7,Winnipeg,wpg,59,0,0,0,0,5,0,0,1,en
3597,1477,Pre-Season B,B,2,7,00-06-27 19:00,0,0,Final,Edmonton,edm,38,0,0,0,0,3,Saskatchewan,ssk,23,0,0,0,0,4,0,0,1,en
3601,1479,Pre-Season B,B,2,8,00-06-27 19:00,0,0,Final,Calgary,cgy,32,0,0,0,0,2,BC,bc,20,0,0,0,0,1,0,0,1,en
3605,1481,Week 1,1,5,9,00-07-05 19:00,0,0,Final,Winnipeg,wpg,22,0,0,0,0,5,Montreal,mtl,38,0,0,0,0,9,0,0,1,en
3609,1483,Week 1,1,5,10,00-07-05 19:00,0,0,Final,Edmonton,edm,22,0,0,0,0,3,Calgary,cgy,44,0,0,0,0,2,0,0,0,en
3613,1485,Week 1,1,5,11,00-07-06 19:00,0,0,Final,Toronto,tor,36,0,0,0,0,7,Saskatchewan,ssk,28,0,0,0,0,4,0,0,1,en
3617,1487,Week 1,1,5,12,00-07-07 19:00,0,0,Final,BC,bc,33,0,0,0,0,1,Hamilton,ham,26,0,0,0,0,6,0,0,1,en
3621,1489,Week 2,2,6,13,00-07-11 19:00,0,0,Final,Montreal,mtl,45,0,0,0,0,9,Toronto,tor,6,0,0,0,0,7,0,0,1,en
3625,1491,Week 2,2,6,14,00-07-13 19:00,0,0,Final,Saskatchewan,ssk,28,0,0,0,0,4,BC,bc,30,0,0,0,0,1,0,0,1,en
3629,1493,Week 2,2,6,15,00-07-14 19:00,0,0,Final,Calgary,cgy,42,0,0,0,0,2,Winnipeg,wpg,38,0,0,0,0,5,0,0,1,en
3633,1495,Week 2,2,6,16,00-07-14 19:00,0,0,Final,Hamilton,ham,28,0,0,0,0,6,Edmonton,edm,21,0,0,0,0,3,0,0,1,en
3637,1497,Week 3,3,7,17,00-07-20 19:00,0,0,Final,Toronto,tor,4,0,0,0,0,7,Montreal,mtl,41,0,0,0,0,9,0,0,1,en
3641,1499,Week 3,3,7,18,00-07-20 19:00,0,0,Final,BC,bc,2,0,0,0,0,1,Calgary,cgy,35,0,0,0,0,2,0,0,1,en
3645,1501,Week 3,3,7,19,00-07-21 19:00,0,0,Final,Saskatchewan,ssk,34,0,0,0,0,4,Hamilton,ham,40,0,0,0,0,6,0,0,1,en
3649,1503,Week 3,3,7,20,00-07-21 19:00,0,0,Final,Winnipeg,wpg,49,0,0,0,0,5,Edmonton,edm,51,0,0,0,0,3,0,0,1,en
3653,1505,Week 4,4,8,21,00-07-27 19:00,0,0,Final,Edmonton,edm,29,0,0,0,0,3,BC,bc,13,0,0,0,0,1,0,0,1,en
3657,1507,Week 4,4,8,22,00-07-28 19:00,0,0,Final,Hamilton,ham,23,0,0,0,0,6,Toronto,tor,17,0,0,0,0,7,0,0,1,en
3661,1509,Week 4,4,8,23,00-07-28 19:00,0,0,Final,Montreal,mtl,33,0,0,0,0,9,Winnipeg,wpg,31,0,0,0,0,5,0,0,1,en
3665,1511,Week 4,4,8,24,00-07-28 19:00,0,0,Final,Calgary,cgy,52,0,0,0,0,2,Saskatchewan,ssk,52,0,0,0,0,4,0,0,1,en
3669,1513,Week 5,5,9,26,00-08-04 19:00,0,0,Final,Edmonton,edm,16,0,0,0,0,3,Hamilton,ham,10,0,0,0,0,6,0,0,1,en
3673,1515,Week 5,5,9,25,00-08-03 19:00,0,0,Final,Saskatchewan,ssk,7,0,0,0,0,4,Montreal,mtl,62,0,0,0,0,9,0,0,1,en
3677,1517,Week 5,5,9,27,00-08-04 19:00,0,0,Final,BC,bc,16,0,0,0,0,1,Winnipeg,wpg,31,0,0,0,0,5,0,0,1,en
3681,1519,Week 5,5,9,28,00-08-04 19:00,0,0,Final,Toronto,tor,17,0,0,0,0,7,Calgary,cgy,37,0,0,0,0,2,0,0,1,en
3685,1521,Week 6,6,10,29,00-08-10 19:00,0,0,Final,Winnipeg,wpg,41,0,0,0,0,5,Toronto,tor,41,0,0,0,0,7,0,0,1,en
3689,1523,Week 6,6,10,30,00-08-10 19:00,0,0,Final,Calgary,cgy,47,0,0,0,0,2,BC,bc,26,0,0,0,0,1,0,0,1,en
3693,1525,Week 6,6,10,31,00-08-11 19:00,0,0,Final,Hamilton,ham,29,0,0,0,0,6,Saskatchewan,ssk,23,0,0,0,0,4,0,0,1,en
